category,text,category_id,train
Card: replace or upgrade,Is there an option to upgrade my basic card to a platinum one?,42,0
Refer a Friend: get info,Do both the referrer and the referred get rewards?,20,0
User Account: esign,How to verify the validity of an electronic signature?,19,0
User Account: change mailing address,My new mailing address needs to be updated,10,0
Spend Account: transfer funds external bank,Can I make an immediate fund transfer to another bank from my app?,13,1
Card: replace or upgrade,Is my account eligible for a card upgrade?,42,1
User Account: get help contact customer service,What is the best way to reach your customer service department?,22,0
Card: replace or upgrade,What type of new cards can I upgrade to?,42,0
User Account: edit profile name,I need to reflect a new name after my adoption,33,0
Card: get info status,Can you help me find out if my card status is okay?,28,0
Spending Tracker: get info,Does the spending tracker include investments and savings?,14,0
User Account: change email address,Change the email associated with my account to this new one,9,0
Card: cancel close,How to proceed with card closure?,35,0
User Account: get secure inbox messages,Am I missing any important messages in my secure inbox?,15,0
Card: report stolen or lost,"Urgent, lock my card, it's been stolen",3,1
Rewards: opt out,Stop the rewards program for my card.,26,0
Card: add new,How can I add a second card for shopping online?,16,0
Card: add new,I'm interested in adding a new card; whom should I contact?,16,0
Card: reset PIN,I want to change the PIN of my prepaid card.,34,0
User Account: change phone number,How do I submit a new phone number for my profile?,32,0
Spend Account: transfer funds checks,"Using checks for transferring money, how to proceed?",12,0
Spend Account: transfer funds,I need to transfer $100 to a business account.,11,0
Notifications: manage,Options to reduce notification overload?,39,1
User Account: change phone number,Can you provide instructions on how to update my contact number?,32,0
Spend Account: find ATMs,Where can I find an ATM around here?,17,0
Spend Account: find ATMs,"ATMs around, any clues?",17,0
User Account: change password post login,"I lost my password, help me set a new one",43,0
User Account: change mailing address,I have a new home; how do I send you my new address?,10,0
Global: get routing number direct deposit info,How do I use my routing number?,5,0
User Account: change phone number,"I've got a new hotline, how to update it in my banking details?",32,0
User Account: get secure inbox messages,Pull up my latest messages from the secure inbox.,15,0
User Account: change phone number,Can you update my new phone number in the account details?,32,0
User Account: change mailing address,What's the process for updating my address after moving?,10,0
User Account: change password post login,Steps to update my account password please,43,0
Rewards: opt in,I'd like to be part of the reward program. Please assist.,25,0
Card: get shipping status where is,Can you track the shipment of the business card I applied for?,2,0
Refer a Friend: get info,What do friends receive when referred?,20,0
Card: temporary limit increase,Please temporarily lift my card's spending ceiling.,36,0
Transaction: history,Pull up the records of what I’ve been spending on.,7,0
User Account: change password post login,Update password procedure required,43,0
Card: cancel close,Terminate all services on my card.,35,0
Rewards: opt out,"No more rewards, please. How to stop it?",26,0
Card: get info status,"I'm curious, is my card active or on hold?",28,0
Notifications: manage,How to set up notifications for only high priority alerts?,39,0
Global: get routing number direct deposit info,I’d like to see my direct deposit routing number.,5,0
Card: replace or upgrade,How do I apply for a card upgrade due to damage?,42,1
Notifications: sign up for,Turn on notification settings for my account.,40,0
User Account: log out,"Logout procedure needed, quick!",23,0
Rewards: view offers,Are there any introductory offers with my new card?,21,0
User Account: edit profile name,Please help me update my profile name,33,0
User Account: edit profile name,Can I modify my account name online?,33,0
Spend Account: transfer funds external bank,Can I add multiple external banks for quick transfers?,13,1
Card: report stolen or lost,Never found my card after last night,3,1
Spending Tracker: get info,How secure is the spending tracker data?,14,0
Card: disable,Please pause my card usage,0,0
Card: report stolen or lost,"I've been pickpocketed, my card's gone",3,0
Spending Tracker: get info,"I want to look at my past spending, how can I do that?",14,0
Card: replace or upgrade,"I'm interested in upgrading my card, what benefits are there?",42,0
Rewards: view offers,Any current offers for frequent shopping?,21,1
Spend Account: find ATMs,Can you display nearby ATMs on the map?,17,1
Card: reset PIN,How do I reset my card PIN by myself?,34,0
Spend Account: transfer funds external bank,Is it possible to edit a scheduled bank transfer?,13,0
Global: get routing number direct deposit info,How do I find my routing number?,5,0
Spend Account: transfer funds checks,Tips for writing a check for fund transfer?,12,0
Spend Account: consent to direct deposit,How to sign up for direct deposits into my checking account?,37,0
Spend Account: transfer funds checks,How should I write a check for transferring funds to another bank?,12,0
Card: get shipping status where is,What is the anticipated arrival time for my prepaid card?,2,0
Spend Account: find ATMs,Closest place to withdraw money please.,17,0
User Account: change password post login,I want to modify my existing password,43,0
Spend Account: transfer funds external bank,How to retract a transfer made to the wrong bank account?,13,0
Rewards: view offers,Can you show me the current offers linked to my account?,21,0
Spending Tracker: get info,Can I add tags to transactions in the spending tracker?,14,0
